Club,Jersey Number,ClubID,Position
Cheltenham Town,20,14885,CAM
Adelaide United,4,14886,RB
Vegalta Sendai,19,14887,ST
SV Meppen,6,14888,LCB
1. FC Magdeburg,12,14889,GK
Esbjerg fB,26,14890,RW
Nagoya Grampus,29,14891,LCB
Millonarios FC,16,14892,ST
Granada CF,35,14893,GK
Melbourne Victory,7,14894,ST
Kawasaki Frontale,27,14895,RM
RCD Mallorca,28,14896,CM
Argentinos Juniors,21,14897,CB
Karlsruher SC,31,14898,ST
Al Ahli,66,14899,GK
Notts County,18,14900,RM
FK Austria Wien,5,14901,CDM
Real Sporting de Gijón,30,14902,GK
Stade Rennais FC,35,14903,CAM
SC Freiburg,37,14904,GK
Forest Green Rovers,28,14905,CAM
Al Taawoun,27,14906,RM
Empoli,48,14907,CB
FK Bodø/Glimt,12,14908,GK
Rochdale,22,14909,GK
Unión de Santa Fe,34,14910,GK
Stade Rennais FC,36,14911,LB
Neuchâtel Xamax,31,14912,RB
Motherwell,24,14913,LS
Hebei China Fortune FC,7,14914,CM
,19,14915,LM
Kaizer Chiefs,36,14916,LB
Guizhou Hengfeng FC,15,14917,CDM
Heracles Almelo,3,14918,LB
Amiens SC,32,14919,RW
Crawley Town,21,14920,CM
Belgrano de Córdoba,7,14921,RM
Brescia,24,14922,CDM
Sporting Kansas City,75,14923,CDM
Kasimpa?a SK,19,14924,ST
Cittadella,16,14925,CF
TSG 1899 Hoffenheim,35,14926,ST
Real Zaragoza,31,14927,GK
Amiens SC,36,14928,LW
Vendsyssel FF,8,14929,ST
Deportivo Pasto,12,14930,GK
Yeni Malatyaspor,77,14931,CDM
Cerezo Osaka,16,14932,RB
Shrewsbury,15,14933,GK
VfL Wolfsburg,43,14934,CB
BB Erzurumspor,89,14935,LM
Peterborough United,14,14936,CM
Southampton,51,14937,RM
Cosenza,6,14938,CM
FC Luzern,35,14939,CM
FC Admira Wacker Mödling,24,14940,RM
VfL Sportfreunde Lotte,20,14941,CDM
Sanfrecce Hiroshima,34,14942,GK
FC København,23,14943,ST
Wis?a P?ock,26,14944,CB
Gimnasia y Esgrima La Plata,24,14945,CB
Swindon Town,32,14946,LCB
Sydney FC,12,14947,CAM
Stevenage,3,14948,LB
Henan Jianye FC,23,14949,RB
Newell's Old Boys,31,14950,RDM
Olympique Lyonnais,12,14951,RB
VfL Sportfreunde Lotte,21,14952,RB
Kashiwa Reysol,2,14953,LCB
Club Atlético Talleres,28,14954,LW
Gamba Osaka,24,14955,CAM
Jeonnam Dragons,18,14956,ST
Hamburger SV,34,14957,CDM
Vélez Sarsfield,23,14958,ST
Ranheim Fotball,20,14959,RW
Be?ikta? JK,43,14960,CM
SC Fortuna Köln,33,14961,GK
Morecambe,6,14962,CM
Patronato,21,14963,GK
FC Ingolstadt 04,24,14964,GK
FC St. Gallen,4,14965,LCM
Willem II,32,14966,CAM
Córdoba CF,27,14967,RM
Al Wehda,7,14968,LM
Cork City,29,14969,LCB
Shonan Bellmare,18,14970,CAM
FK Austria Wien,36,14971,CAM
Cork City,5,14972,CB
IFK Göteborg,3,14973,LWB
FK Austria Wien,39,14974,CAM
Minnesota United FC,19,14975,LW
Kalmar FF,24,14976,LM
Randers FC,70,14977,ST
Vålerenga Fotball,29,14978,LM
La Berrichonne de Châteauroux,29,14979,LW
Club Atlético Colón,29,14980,ST
Cosenza,60,14981,GK
Stade Brestois 29,25,14982,CB
Rosario Central,7,14983,CM
Stabæk Fotball,8,14984,RM
Unión de Santa Fe,19,14985,RM
Cracovia,8,14986,CDM
Bohemian FC,9,14987,ST
Monterrey,88,14988,CM
Burton Albion,24,14989,ST
Bristol Rovers,24,14990,CM
Olympique Lyonnais,36,14991,LW
AJ Auxerre,30,14992,GK
Atlético Huila,14,14993,RB
Montreal Impact,17,14994,LM
Aarhus GF,27,14995,GK
Preston North End,13,14996,GK
Deportes Iquique,24,14997,CM
Foggia,32,14998,ST
Cork City,21,14999,CB
Gangwon FC,5,15000,CB
Exeter City,4,15001,CB
FC Seoul,38,15002,LM
Cracovia,26,15003,ST
SpVgg Unterhaching,19,15004,RW
Macclesfield Town,4,15005,RCB
Brisbane Roar,15,15006,LB
Everton,63,15007,ST
Borussia Mönchengladbach,37,15008,LM
Shamrock Rovers,22,15009,ST
IF Brommapojkarna,8,15010,CM
Kaizer Chiefs,44,15011,GK
PFC CSKA Moscow,70,15012,CAM
Club Brugge KV,93,15013,CAM
Macclesfield Town,7,15014,RM
Chamois Niortais Football Club,34,15015,CB
Cosenza,1,15016,GK
Macclesfield Town,3,15017,LB
Panathinaikos FC,23,15018,CM
Burton Albion,26,15019,GK
La Berrichonne de Châteauroux,14,15020,ST
Beijing Sinobo Guoan FC,15,15021,LB
Chicago Fire,32,15022,GK
FC Würzburger Kickers,1,15023,GK
Cambridge United,5,15024,RCB
Port Vale,16,15025,CM
FC Zürich,23,15026,RM
Deportivo Pasto,16,15027,RM
Club Atlético Lanús,30,15028,CB
Chongqing Dangdai Lifan FC SWM Team,7,15029,RM
SC Fortuna Köln,7,15030,LM
Club Atlético Lanús,38,15031,LW
Stade Brestois 29,17,15032,RB
Clermont Foot 63,34,15033,CDM
Korona Kielce,9,15034,ST
Scunthorpe United,15,15035,CAM
Cheltenham Town,25,15036,ST
V-Varen Nagasaki,7,15037,CAM
Port Vale,8,15038,CM
Waterford FC,8,15039,CAM
Unión Española,12,15040,GK
Valenciennes FC,17,15041,ST
Dalkurd FF,7,15042,CM
Eintracht Braunschweig,7,15043,LW
Vitesse,33,15044,RW
Yeovil Town,17,15045,LCM
Accrington Stanley,9,15046,LS
Brøndby IF,24,15047,CB
Piast Gliwice,77,15048,RM
Gangwon FC,19,15049,RB
SG Sonnenhof Großaspach,19,15050,CM
Boca Juniors,40,15051,CDM
Henan Jianye FC,11,15052,LWB
Gimnasia y Esgrima La Plata,11,15053,LS
Kalmar FF,31,15054,LS
Crewe Alexandra,2,15055,LCB
Wis?a P?ock,22,15056,LB
Al Hazem,16,15057,CDM
FC Augsburg,26,15058,RB
Querétaro,99,15059,ST
,13,15060,GK
FC Basel 1893,37,15061,ST
Yeovil Town,7,15062,LM
DC United,3,15063,RB
Puebla FC,29,15064,CM
IK Start,16,15065,CM
Grasshopper Club Zürich,15,15066,LB
Eintracht Frankfurt,32,15067,CF
GIF Sundsvall,32,15068,RW
AC Horsens,12,15069,RB
DSC Arminia Bielefeld,37,15070,CM
Jeonbuk Hyundai Motors,23,15071,CB
KFC Uerdingen 05,16,15072,RM
Cosenza,23,15073,CB
Göztepe SK,1,15074,GK
Crawley Town,15,15075,LM
Jiangsu Suning FC,12,15076,CM
Guizhou Hengfeng FC,30,15077,GK
KFC Uerdingen 05,23,15078,LM
Jiangsu Suning FC,13,15079,LW
Çaykur Rizespor,38,15080,ST
Urawa Red Diamonds,23,15081,GK
Red Star FC,7,15082,LM
Dundee FC,17,15083,LM
Al Fateh,78,15084,LCB
Urawa Red Diamonds,28,15085,GK
Club Atlas,28,15086,RM
AS Saint-Étienne,8,15087,CM
River Plate,9,15088,ST
Milton Keynes Dons,21,15089,LM
Galatasaray SK,12,15090,GK
Korona Kielce,21,15091,LB
Club Atlético Huracán,17,15092,GK
Sangju Sangmu FC,6,15093,CDM
Sunderland,33,15094,LB
Frosinone,31,15095,CM
Godoy Cruz,23,15096,RM
Rosenborg BK,21,15097,RB
Perugia,20,15098,ST
De Graafschap,37,15099,CB
Livorno,4,15100,RCB
Sunderland,18,15101,RB
Club León,3,15102,CB
Oxford United,4,15103,LCB
RCD Mallorca,32,15104,CB
Galatasaray SK,40,15105,CDM
Shimizu S-Pulse,27,15106,RB
TSV Hartberg,21,15107,GK
Rayo Vallecano,29,15108,ST
Venezia FC,32,15109,ST
ESTAC Troyes,12,15110,RM
Al Raed,9,15111,ST
Grasshopper Club Zürich,28,15112,RCM
Envigado FC,6,15113,CDM
Defensa y Justicia,1,15114,GK
ESTAC Troyes,3,15115,CB
FC Admira Wacker Mödling,21,15116,LM
VfL Osnabrück,14,15117,ST
Gillingham,11,15118,CAM
SC Preußen Münster,27,15119,LM
IFK Göteborg,19,15120,LCM
Fleetwood Town,19,15121,LB
GFC Ajaccio,1,15122,GK
1. FC Nürnberg,37,15123,CAM
Tianjin TEDA FC,5,15124,CB
Jiangsu Suning FC,27,15125,RM
PFC CSKA Moscow,80,15126,CM
SønderjyskE,11,15127,LM
Pogo? Szczecin,53,15128,GK
Portland Timbers,23,15129,CAM
Patronato,9,15130,ST
Paris FC,15,15131,CB
TSV Hartberg,16,15132,LB
SpVgg Unterhaching,34,15133,GK
Benevento,18,15134,RB
Real Betis,31,15135,GK
Club Tijuana,21,15136,CB
CF Reus Deportiu,29,15137,CM
Bury,21,15138,LWB
St. Patrick's Athletic,10,15139,CDM
IK Start,3,15140,RCB
Montreal Impact,29,15141,CAM
Karlsruher SC,34,15142,CM
Grasshopper Club Zürich,25,15143,RM
Morecambe,7,15144,RM
V-Varen Nagasaki,5,15145,LCB
Zag??bie Sosnowiec,72,15146,RDM
KV Oostende,29,15147,LM
Yeni Malatyaspor,18,15148,RB
Rosenborg BK,30,15149,CB
Newell's Old Boys,12,15150,GK
KV Kortrijk,19,15151,CAM
Club Atlas,24,15152,RB
Antalyaspor,95,15153,CB
SCR Altach,30,15154,RCM
Monarcas Morelia,35,15155,GK
Hamburger SV,33,15156,ST
Arsenal,47,15157,CB
Stevenage,1,15158,GK
Al Taawoun,18,15159,RB
Cerezo Osaka,27,15160,GK
Korona Kielce,5,15161,RCB
FC Energie Cottbus,19,15162,LM
TSV Hartberg,35,15163,GK
Toronto FC,27,15164,CDM
Heracles Almelo,20,15165,CB
Tranmere Rovers,20,15166,ST
Itagüí Leones FC,21,15167,LB
Albacete BP,27,15168,CM
Bristol Rovers,2,15169,RB
Crewe Alexandra,11,15170,RM
Standard de Liège,16,15171,GK
Estudiantes de La Plata,2,15172,CB
Lecce,1,15173,GK
Independiente,26,15174,ST
Hamburger SV,30,15175,GK
Zag??bie Lubin,37,15176,RM
En Avant de Guingamp,34,15177,CDM
Cork City,22,15178,RB
Lincoln City,9,15179,ST
Stade Rennais FC,20,15180,CB
PEC Zwolle,30,15181,LM
Derry City,2,15182,RB
Sarpsborg 08 FF,14,15183,CM
Trelleborgs FF,7,15184,CM
Port Vale,4,15185,RCM
Port Vale,17,15186,ST
Al Ahli,50,15187,CDM
Atlético Tucumán,21,15188,CM
Wycombe Wanderers,8,15189,CM
Port Vale,22,15190,LCM
Mied? Legnica,13,15191,RCM
FC Wacker Innsbruck,50,15192,LCB
Ettifaq FC,24,15193,ST
FK Haugesund,14,15194,LM
CF Reus Deportiu,35,15195,CM
,3,15196,CDM
Ettifaq FC,50,15197,RB
Júbilo Iwata,8,15198,CM
Beijing Renhe FC,15,15199,CM
Wellington Phoenix,23,15200,CAM
New York Red Bulls,41,15201,RB
CF Reus Deportiu,26,15202,GK
FC Emmen,3,15203,LB
Godoy Cruz,33,15204,ST
Beijing Renhe FC,13,15205,RDM
Accrington Stanley,26,15206,RCM
La Equidad,22,15207,CM
Exeter City,18,15208,RB
Aberdeen,16,15209,ST
Manchester City,73,15210,LW
Crewe Alexandra,8,15211,RCM
Dalkurd FF,6,15212,RCM
Paris FC,21,15213,CM
Livingston FC,6,15214,LCM
Sangju Sangmu FC,35,15215,ST
Club Atlas,26,15216,LB
Club Atlético Talleres,16,15217,CM
Chamois Niortais Football Club,3,15218,LB
Atlético Madrid,28,15219,CAM
Dundalk,15,15220,CB
Dalian YiFang FC,3,15221,LB
Morecambe,14,15222,RCB
Malmö FF,29,15223,GK
SC Preußen Münster,14,15224,RB
KV Kortrijk,25,15225,CB
Al Fateh,37,15226,CDM
FC Erzgebirge Aue,26,15227,GK
Hannover 96,21,15228,LM
SC Preußen Münster,4,15229,LCB
1. FC Kaiserslautern,14,15230,LW
Bristol Rovers,10,15231,LS
VfR Aalen,22,15232,GK
Portland Timbers,29,15233,RW
Fortuna Sittard,32,15234,CM
Chamois Niortais Football Club,29,15235,LM
Jeonnam Dragons,30,15236,ST
Portland Timbers,94,15237,CB
Shandong Luneng TaiShan FC,24,15238,CDM
Portsmouth,30,15239,CM
Arka Gdynia,3,15240,CB
Brentford,34,15241,CB
Forest Green Rovers,22,15242,ST
Cracovia,34,15243,RCB
Getafe CF,34,15244,CM
Al Nassr,19,15245,CDM
Adelaide United,1,15246,GK
AS Béziers,18,15247,LM
Górnik Zabrze,23,15248,ST
Tigres U.A.N.L.,32,15249,ST
Audax Italiano,27,15250,CB
Al Shabab,11,15251,LM
FC Erzgebirge Aue,11,15252,ST
Minnesota United FC,16,15253,CM
Cheltenham Town,15,15254,LCB
Newell's Old Boys,14,15255,ST
FC Zürich,14,15256,CM
Blackpool,27,15257,LWB
Sagan Tosu,2,15258,LB
Oxford United,9,15259,ST
San Jose Earthquakes,2,15260,LB
Wolverhampton Wanderers,24,15261,ST
Vissel Kobe,34,15262,RB
Girona FC,32,15263,LB
PSV,44,15264,RW
Toronto FC,46,15265,ST
Plymouth Argyle,24,15266,CB
Hamilton Academical FC,19,15267,CM
Cosenza,28,15268,LB
Colchester United,25,15269,GK
Odds BK,19,15270,RW
Tranmere Rovers,6,15271,LCB
Torino,62,15272,LW
Notts County,17,15273,CM
CD O'Higgins,25,15274,ST
Sparta Praha,20,15275,ST
CD Huachipato,11,15276,RM
FC Sion,6,15277,RCM
Lechia Gda?sk,4,15278,CB
Shamrock Rovers,20,15279,LB
FC St. Pauli,38,15280,CB
Pescara,27,15281,RB
Vancouver Whitecaps FC,46,15282,LB
Shamrock Rovers,10,15283,RM
Al Taawoun,25,15284,GK
1. FC Kaiserslautern,1,15285,GK
CD Universidad de Concepción,18,15286,CM
Club Necaxa,4,15287,RB
Vélez Sarsfield,15,15288,CB
Olympique de Marseille,33,15289,CAM
Lillestrøm SK,16,15290,LB
US Cremonese,34,15291,CM
AEK Athens,33,15292,LB
SV Werder Bremen,40,15293,GK
Perugia,12,15294,GK
Fulham,57,15295,CB
Malmö FF,35,15296,CM
Oldham Athletic,11,15297,RS
Club América,32,15298,RM
Esbjerg fB,32,15299,RB
Forest Green Rovers,18,15300,LM
Oldham Athletic,17,15301,LCM
Milton Keynes Dons,18,15302,CM
Wellington Phoenix,14,15303,RCM
Grimsby Town,2,15304,RB
Crystal Palace,39,15305,CAM
Patriotas Boyacá FC,28,15306,RM
Hobro IK,27,15307,LB
Ohod Club,17,15308,LM
Sligo Rovers,5,15309,RCB
SønderjyskE,4,15310,RB
Crawley Town,7,15311,ST
Cheltenham Town,11,15312,RWB
Wellington Phoenix,16,15313,RWB
Sivasspor,99,15314,ST
BK Häcken,29,15315,GK
Zag??bie Lubin,7,15316,ST
Fortuna Sittard,24,15317,CM
1. FC Heidenheim 1846,37,15318,LM
Neuchâtel Xamax,9,15319,CAM
UD Almería,29,15320,LB
Waterford FC,14,15321,LM
Chelsea,55,15322,CAM
RB Leipzig,34,15323,CDM
FC Wacker Innsbruck,25,15324,GK
Accrington Stanley,10,15325,ST
VfL Osnabrück,11,15326,ST
St. Patrick's Athletic,15,15327,CAM
Vitesse,35,15328,CDM
FC Augsburg,15,15329,CB
Suwon Samsung Bluewings,70,15330,LW
,10,15331,CAM
Milton Keynes Dons,13,15332,GK
Bournemouth,46,15333,CB
Elche CF,27,15334,RB
Bristol Rovers,26,15335,CM
V-Varen Nagasaki,29,15336,RM
Yeovil Town,8,15337,ST
FC Lugano,99,15338,ST
Oldham Athletic,5,15339,CM
Southampton,48,15340,CAM
Esbjerg fB,23,15341,ST
Djurgårdens IF,14,15342,CM
KSV Cercle Brugge,23,15343,CAM
Port Vale,12,15344,GK
La Equidad,16,15345,CAM
Al Hazem,32,15346,RB
River Plate,13,15347,CDM
FC Sion,8,15348,CM
Club León,2,15349,CB
Zag??bie Sosnowiec,70,15350,LB
Bohemian FC,11,15351,LM
Guangzhou R&F; FC,5,15352,CDM
Athletic Club de Bilbao,26,15353,GK
Hobro IK,19,15354,ST
Çaykur Rizespor,58,15355,LM
,9,15356,ST
Swindon Town,16,15357,CM
Hertha BSC,34,15358,RM
Oldham Athletic,13,15359,GK
Vegalta Sendai,25,15360,RM
Sagan Tosu,22,15361,CF
Patronato,41,15362,ST
VVV-Venlo,38,15363,ST
Milton Keynes Dons,19,15364,ST
Sangju Sangmu FC,43,15365,CB
Daegu FC,18,15366,RCM
Karlsruher SC,15,15367,LB
Neuchâtel Xamax,7,15368,CDM
Club Necaxa,17,15369,ST
Grasshopper Club Zürich,24,15370,RB
FC Lugano,46,15371,GK
FSV Zwickau,29,15372,GK
Shanghai Greenland Shenhua FC,31,15373,LM
Toulouse Football Club,26,15374,CDM
AS Béziers,27,15375,ST
Tianjin TEDA FC,18,15376,ST
Dundee FC,22,15377,RM
Liverpool,73,15378,GK
Al Qadisiyah,23,15379,LB
FC Energie Cottbus,13,15380,CM
Holstein Kiel,1,15381,GK
Ettifaq FC,8,15382,CDM
SG Dynamo Dresden,32,15383,CF
Unión La Calera,16,15384,CAM
,4,15385,RCB
Clermont Foot 63,22,15386,RB
IF Elfsborg,30,15387,GK
Sligo Rovers,15,15388,CB
Dinamo Zagreb,12,15389,GK
Urawa Red Diamonds,25,15390,GK
FC Luzern,34,15391,LB
1. FC Kaiserslautern,24,15392,LM
,23,15393,GK
,20,15394,CB
Sunderland,21,15395,CM
Ulsan Hyundai FC,51,15396,GK
Tianjin TEDA FC,6,15397,CM
Bohemian FC,2,15398,RB
Waasland-Beveren,19,15399,CB
Hallescher FC,17,15400,RM
Willem II,33,15401,LB
Al Wehda,23,15402,CB
Jeonnam Dragons,26,15403,CAM
Ranheim Fotball,4,15404,CB
Minnesota United FC,2,15405,RB
SD Huesca,33,15406,RW
SV Wehen Wiesbaden,30,15407,ST
Borussia Mönchengladbach,26,15408,ST
Club Atlético Banfield,32,15409,RB
Junior FC,33,15410,CB
Djurgårdens IF,2,15411,RB
Sangju Sangmu FC,23,15412,CM
Accrington Stanley,15,15413,CB
?l?sk Wroc?aw,34,15414,CB
Viktoria Plze?,20,15415,CM
?l?sk Wroc?aw,1,15416,GK
Colorado Rapids,23,15417,LB
Ettifaq FC,70,15418,RB
Watford,24,15419,CB
Hamilton Academical FC,26,15420,LM
Spezia,32,15421,CB
Málaga CF,34,15422,CM
GFC Ajaccio,9,15423,LW
Walsall,13,15424,GK
LASK Linz,22,15425,CAM
Peterborough United,40,15426,GK
Alianza Petrolera,14,15427,LM
St. Patrick's Athletic,1,15428,GK
Club Atlético Talleres,14,15429,RB
FC Bayern München,23,15430,LB
FC Schalke 04,39,15431,RW
Urawa Red Diamonds,18,15432,CM
Deportes Iquique,44,15433,CB
St. Johnstone FC,12,15434,GK
Bournemouth,28,15435,CAM
New England Revolution,88,15436,ST
Bristol Rovers,39,15437,LM
Mansfield Town,24,15438,ST
Guizhou Hengfeng FC,4,15439,RB
Montpellier HSC,21,15440,CDM
Godoy Cruz,39,15441,LCM
GIF Sundsvall,19,15442,CB
Ranheim Fotball,6,15443,CM
VfL Osnabrück,19,15444,RM
Ohod Club,2,15445,CB
Swansea City,31,15446,LB
FC Thun,20,15447,LB
Millonarios FC,31,15448,LB
Northampton Town,19,15449,LM
Hebei China Fortune FC,17,15450,RM
Valenciennes FC,1,15451,GK
FC Sochaux-Montbéliard,30,15452,GK
CD Leganés,32,15453,LM
MKE Ankaragücü,31,15454,ST
Club Atlético Huracán,27,15455,LM
Pescara,24,15456,ST
Sligo Rovers,22,15457,LCM
Hebei China Fortune FC,35,15458,RM
,14,15459,CM
FK Bodø/Glimt,24,15460,LB
CD Huachipato,15,15461,RB
Macclesfield Town,8,15462,LW
Club Atlético Huracán,23,15463,CB
Racing Club de Lens,38,15464,CB
Argentinos Juniors,16,15465,ST
Monarcas Morelia,25,15466,CDM
Hebei China Fortune FC,1,15467,GK
Júbilo Iwata,13,15468,LM
Al Batin,10,15469,LDM
Bradford City,23,15470,LB
Jaguares de Córdoba,23,15471,CDM
Neuchâtel Xamax,46,15472,LB
FSV Zwickau,8,15473,CAM
SV Meppen,1,15474,GK
Nagoya Grampus,5,15475,CB
FC Lugano,4,15476,CB
Henan Jianye FC,35,15477,LM
Sangju Sangmu FC,28,15478,LCB
Kashiwa Reysol,30,15479,ST
Cádiz CF,30,15480,CB
Feyenoord,35,15481,CM
U.N.A.M.,27,15482,ST
IK Start,5,15483,CM
Ohod Club,50,15484,RB
Stevenage,11,15485,RM
Córdoba CF,31,15486,GK
Notts County,20,15487,CM
SV Meppen,17,15488,RM
De Graafschap,43,15489,CM
Colchester United,16,15490,CM
New York Red Bulls,24,15491,GK
Kristiansund BK,20,15492,ST
Adelaide United,16,15493,CM
TSV 1860 München,8,15494,CAM
Club América,35,15495,GK
CF Reus Deportiu,31,15496,ST
Lincoln City,18,15497,RM
Shandong Luneng TaiShan FC,7,15498,CDM
Shanghai SIPG FC,2,15499,LB
Argentinos Juniors,22,15500,RW
PEC Zwolle,22,15501,CM
Tianjin TEDA FC,11,15502,RB
VfL Sportfreunde Lotte,37,15503,LM
Odense Boldklub,24,15504,CB
Sporting de Charleroi,4,15505,CB
Hammarby IF,25,15506,GK
AS Saint-Étienne,34,15507,CAM
Oxford United,13,15508,GK
Houston Dynamo,19,15509,ST
SC Fortuna Köln,29,15510,LM
Real Valladolid CF,26,15511,GK
Tranmere Rovers,27,15512,CM
Derry City,22,15513,LCM
FC Basel 1893,11,15514,LM
Patronato,19,15515,CDM
Nagoya Grampus,25,15516,RM
Yeni Malatyaspor,41,15517,CM
Unión de Santa Fe,21,15518,ST
Club León,34,15519,LB
Grenoble Foot 38,30,15520,GK
Bournemouth,59,15521,CDM
Western Sydney Wanderers,16,15522,RW
Sporting Kansas City,2,15523,CB
AC Horsens,10,15524,RM
Newport County,7,15525,CAM
Esbjerg fB,22,15526,ST
Colo-Colo,27,15527,CAM
Trelleborgs FF,23,15528,LS
Shanghai SIPG FC,18,15529,CM
Tranmere Rovers,9,15530,LS
Gillingham,30,15531,GK
ESTAC Troyes,5,15532,CDM
FK Haugesund,35,15533,CDM
Philadelphia Union,24,15534,CAM
Rosario Central,6,15535,CB
Club León,19,15536,LM
Waterford FC,34,15537,CM
Aston Villa,33,15538,GK
FC Ingolstadt 04,37,15539,CAM
VfL Sportfreunde Lotte,4,15540,CB
KSV Cercle Brugge,18,15541,LM
Olympique Lyonnais,16,15542,GK
Sangju Sangmu FC,2,15543,LB
Korona Kielce,25,15544,GK
Gimnasia y Esgrima La Plata,19,15545,RM
Göztepe SK,77,15546,ST
Cerezo Osaka,39,15547,CM
FC Augsburg,29,15548,CAM
St. Patrick's Athletic,18,15549,LM
Crawley Town,16,15550,LB
Jeonbuk Hyundai Motors,35,15551,CAM
Pachuca,22,15552,GK
New England Revolution,16,15553,RB
Be?ikta? JK,44,15554,CB
Östersunds FK,7,15555,CAM
Columbus Crew SC,27,15556,RM
St. Mirren,14,15557,CAM
Fortuna Düsseldorf,38,15558,GK
FK Bodø/Glimt,8,15559,CB
Morecambe,17,15560,RM
Lillestrøm SK,17,15561,LM
Carpi,1,15562,GK
VfB Stuttgart,36,15563,CDM
IK Start,21,15564,CM
Defensa y Justicia,31,15565,LM
1. FSV Mainz 05,37,15566,GK
Le Havre AC,3,15567,LB
Newport County,23,15568,CM
Yeovil Town,5,15569,RB
VfL Wolfsburg,36,15570,GK
Chamois Niortais Football Club,4,15571,CB
Club Tijuana,31,15572,CM
Cittadella,27,15573,CB
Club Tijuana,32,15574,CM
Hamilton Academical FC,2,15575,RB
FC Thun,39,15576,LB
Everton,33,15577,GK
FC St. Gallen,50,15578,RB
AS Nancy Lorraine,14,15579,ST
Derry City,25,15580,RM
Grimsby Town,22,15581,RM
Gillingham,17,15582,CAM
FC Würzburger Kickers,14,15583,RW
FC Carl Zeiss Jena,28,15584,RM
Al Fateh,77,15585,LM
FC Nordsjælland,30,15586,CB
Wolverhampton Wanderers,38,15587,CM
Stade Malherbe Caen,3,15588,LB
Bayer 04 Leverkusen,40,15589,GK
Amiens SC,18,15590,LB
Stevenage,6,15591,CM
Chongqing Dangdai Lifan FC SWM Team,22,15592,RB
Grenoble Foot 38,5,15593,LB
FC Tokyo,26,15594,RB
SC Heerenveen,31,15595,GK
Al Fayha,12,15596,ST
Chongqing Dangdai Lifan FC SWM Team,8,15597,LDM
Bayer 04 Leverkusen,32,15598,LM
Melbourne Victory,23,15599,RW
CD Lugo,29,15600,CM
Al Hilal,14,15601,CM
VfL Osnabrück,27,15602,LB
ADO Den Haag,25,15603,RB
Queens Park Rangers,19,15604,CAM
Doncaster Rovers,18,15605,CM
Patriotas Boyacá FC,8,15606,ST
Stabæk Fotball,20,15607,RM
Ohod Club,11,15608,LM
Universidad Católica,32,15609,RW
Atlético Bucaramanga,6,15610,CDM
Limerick FC,20,15611,LB
Bristol Rovers,29,15612,LB
Grimsby Town,10,15613,CM
Deportivo Pasto,4,15614,LB
Bursaspor,66,15615,CDM
Changchun Yatai FC,27,15616,RCM
Gillingham,4,15617,CB
Coventry City,26,15618,LM
SK Sturm Graz,21,15619,CAM
Puebla FC,20,15620,LM
FC Nordsjælland,39,15621,CF
Accrington Stanley,1,15622,GK
Tianjin Quanjian FC,33,15623,CB
Club Necaxa,30,15624,RB
KV Oostende,22,15625,LB
Oxford United,25,15626,CM
Liverpool,65,15627,CDM
Middlesbrough,44,15628,ST
Club Necaxa,8,15629,RW
Hannover 96,30,15630,GK
Macclesfield Town,9,15631,ST
Trelleborgs FF,37,15632,CB
Sparta Praha,27,15633,RB
New England Revolution,7,15634,ST
FC København,26,15635,RM
Red Star FC,22,15636,RM
Bristol Rovers,28,15637,LB
Malmö FF,40,15638,CB
Dalkurd FF,4,15639,CB
Lech Pozna?,34,15640,RM
Macclesfield Town,1,15641,GK
Vejle Boldklub,9,15642,RWB
,3,15643,CB
US Orléans Loiret Football,26,15644,ST
Atlético Madrid,27,15645,ST
IF Brommapojkarna,15,15646,LB
Vélez Sarsfield,21,15647,ST
Sagan Tosu,18,15648,GK
Vissel Kobe,2,15649,CB
Chicago Fire,18,15650,RB
Nagoya Grampus,38,15651,LM
,7,15652,LCM
Al Raed,44,15653,LDM
Henan Jianye FC,13,15654,LWB
Pohang Steelers,25,15655,CB
Atlético Huila,18,15656,LB
De Graafschap,36,15657,CM
Bursaspor,99,15658,CDM
De Graafschap,21,15659,ST
FC Admira Wacker Mödling,3,15660,LB
Çaykur Rizespor,48,15661,GK
Dundalk,33,15662,LB
Club Necaxa,13,15663,ST
Al Faisaly,47,15664,RM
FC Sion,30,15665,LB
PEC Zwolle,47,15666,RB
Torino,99,15667,CB
Notts County,26,15668,RCB
Vélez Sarsfield,31,15669,RW
Cosenza,13,15670,CB
SC Freiburg,40,15671,CM
Gyeongnam FC,8,15672,CDM
Suwon Samsung Bluewings,41,15673,GK
Gimnasia y Esgrima La Plata,37,15674,ST
TSV Hartberg,31,15675,RCB
FC Admira Wacker Mödling,20,15676,CAM
Cracovia,28,15677,LM
Zag??bie Sosnowiec,4,15678,RCB
Bolton Wanderers,41,15679,LB
Huddersfield Town,41,15680,CM
KV Oostende,30,15681,GK
Pescara,15,15682,LB
Deportivo Toluca,90,15683,ST
Eintracht Frankfurt,30,15684,CDM
Club Atlético Banfield,35,15685,RM
Sligo Rovers,12,15686,RB
Al Ittihad,30,15687,CB
Dundalk,13,15688,CDM
Al Nassr,39,15689,CDM
VVV-Venlo,25,15690,CB
Patronato,18,15691,RB
Grimsby Town,23,15692,GK
Wellington Phoenix,20,15693,GK
Bury,13,15694,GK
AJ Auxerre,28,15695,ST
FC Sochaux-Montbéliard,7,15696,LCM
CF Reus Deportiu,36,15697,CM
Al Nassr,38,15698,RM
Accrington Stanley,24,15699,LB
Sporting Kansas City,23,15700,RB
